Price_CLP,Price_UF,Price_USD,Comuna,Ubicacion,Dorms,Baths,Built Area,Total Area,Parking,id,Realtor
98000000,2716.0,119512.0,Maipú,bambúuno570,3.0,1.0,70.0,130.0,1.0,9075041,Unne
360790000,10000.0,439988.0,Ñuñoa,LosJardines,5.0,4.0,151.0,179.0,2.0,12401542,Unne
288632000,8000.0,351990.0,Huechuraba,LosDatiles,4.0,4.0,200.0,375.0,2.0,8159830,Unne
938054000,26000.0,1143968.0,Providencia,Mariategui.LosLeones,4.0,2.0,249.0,890.0,,7390232,Unne
102000000,2827.0,124390.0,LaCisterna,Luiscruzmartinez6659,2.0,1.0,70.0,184.0,1.0,6913765,Unne
180000000,4989.0,219512.0,Maipú,JoseLuisInfanteLarraín1279,3.0,3.0,115.0,130.0,2.0,9616055,Unne
721580000,20000.0,879976.0,Vitacura,Lobeltran,1.0,3.0,160.0,305.0,,9256781,Unne
90000000,2495.0,109756.0,Peñaflor,Boldo547villaaltomiraflores,3.0,2.0,110.0,1121.0,1.0,9171738,Unne
530361300,14700.0,646782.0,Colina,PiedraRoja,3.0,3.0,180.0,427.0,2.0,9191102,Unne
97413300,2700.0,118797.0,PuenteAlto,GabrielaOriente,3.0,1.0,80.0,120.0,2.0,12758639,Unne
75000000,2079.0,91463.0,SanBernardo,laladera1121,2.0,1.0,50.0,72.0,1.0,9291128,Unne
105000000,2910.0,128049.0,SanBernardo,EsquinaRositaRenar,4.0,2.0,44.0,85.0,2.0,9474193,Unne
52500000,1455.0,64024.0,PuenteAlto,Casa2PisosenVillaSantaCatalina,3.0,1.0,50.0,92.0,1.0,15888741,Corretajes Prosal
65000000,1802.0,79268.0,LaGranja,Casade1PisoenPoblaciónGhiardoOriente,2.0,1.0,70.0,128.0,,15888726,Corretajes Prosal
220000000,6098.0,268293.0,Recoleta,Recoleta,3.0,3.0,300.0,300.0,5.0,15888631,Brokers Inmobiliarios
180395000,5000.0,219994.0,LaFlorida,Klg/hermosacasa3d3b,4.0,3.0,100.0,143.0,1.0,15888206,Nexxos
105314601,2919.0,128432.0,Santiago,VictorJara260,3.0,1.0,66.0,124.0,1.0,15888058,RUKAM SPA
130317348,3612.0,158924.0,Santiago,Mesetadelhielo1430,3.0,1.0,64.0,134.0,2.0,15888035,RUKAM SPA
85000000,2356.0,103659.0,Pudahuel,SanPatricio9453villasantateresita,4.0,2.0,45.0,250.0,3.0,15887251,Unne
342750500,9500.0,417988.0,Colina,AyresdeChicureo,4.0,3.0,140.0,496.0,3.0,15886955,
822601200,22800.0,1003172.0,Santiago,Metrosantalucia,6.0,4.0,636.0,636.0,,15886528,Brokers Inmobiliarios
130000000,3603.0,158537.0,SanBernardo,Hermosacasaremodelada,3.0,2.0,116.0,169.0,,15886425,Brokers Inmobiliarios
131688350,3650.0,160596.0,Cerrillos,Loslibertadores,3.0,2.0,70.0,120.0,1.0,15885726,Easyprop
179000000,4961.0,218293.0,Quilicura,SantaLuisa,3.0,3.0,90.0,150.0,3.0,15884825,Easyprop
243000000,6735.0,296341.0,Maipú,JoseLuisInfanteLarraín1279,3.0,3.0,123.0,200.0,3.0,9878739,Unne
690912850,19150.0,842577.0,LoBarnechea,Clubdegolflomasladehesa,1.0,,,,,15884474,Mi Llave - LITE
110040950,3050.0,134196.0,SanJoaquín,ExpoblaciónMadensa,5.0,2.0,118.0,86.0,,15884395,Sucursal El Bosque Sur
269000000,7456.0,328049.0,SanMiguel,Vendocasaesquina2pisoshabitacional/comercialexcelenteubicacción,4.0,3.0,145.0,280.0,4.0,15444307,Unne
115000000,3187.0,140244.0,LaGranja,puntaarenasesquinaamericovespucio,4.0,2.0,140.0,300.0,1.0,15884135,Unne
196630550,5450.0,239793.0,SanBernardo,AvenidaManantialOriente,3.0,2.0,120.0,200.0,2.0,13112103,Unne
64148462,1778.0,78230.0,Maipú,Regimientobuin/conquistador,2.0,1.0,50.0,60.0,,15878616,Brokers Inmobiliarios
270592500,7500.0,329991.0,PadreHurtado,Lagunadelsol,4.0,3.0,130.0,280.0,,15878589,Brokers Inmobiliarios
108237000,3000.0,131996.0,PadreHurtado,Primeratranversal,4.0,2.0,51.0,85.0,1.0,15878570,Brokers Inmobiliarios
69000000,1912.0,84146.0,SanBernardo,Callenuevomundo,2.0,1.0,47.0,80.0,2.0,15878247,Easyprop
262294330,7270.0,319871.0,Maipú,Casaencondominiociudadsatélitemaipú,4.0,3.0,137.0,200.0,2.0,15877624,
175000000,4850.0,213415.0,Santiago,Zenteno,4.0,2.0,175.0,175.0,,15876635,Movahome Corredores Integrados
119060700,3300.0,145196.0,Talagante,Sanluis,3.0,3.0,120.0,140.0,1.0,15875798,Grupo Premium Propiedades Santiago
84900000,2353.0,103537.0,Quilicura,LoMarcoletaconSantaLuisa,4.0,2.0,51.0,79.0,2.0,15875706,Grupo Premium Propiedades Santiago
165000000,4573.0,201220.0,PuenteAlto,Condominioportaldelparque-avenidaconchaytoro,5.0,3.0,120.0,128.0,2.0,15874619,Grupo Premium Propiedades Santiago
128000000,3548.0,156098.0,Maipú,Ciudadsatelite,4.0,2.0,100.0,140.0,,15873484,Brokers Inmobiliarios
250749050,6950.0,305792.0,Maipú,Pajaritosparadero15,3.0,1.0,120.0,235.0,,15873466,Brokers Inmobiliarios
138904150,3850.0,169395.0,Maipú,Jacarandaconparquecentraloriente,3.0,2.0,80.0,160.0,,15873415,Brokers Inmobiliarios
139986520,3880.0,170715.0,Maipú,Parquesurconalcaldeinfantelarrain,3.0,3.0,96.0,130.0,,15873394,Brokers Inmobiliarios
137100200,3800.0,167195.0,Maipú,Ciudadsatelite,3.0,2.0,90.0,180.0,,15873361,Brokers Inmobiliarios
193094808,5352.0,235481.0,Maipú,Lacascadaconparquecentraloriente,4.0,3.0,140.0,200.0,,15873343,Brokers Inmobiliarios
429340100,11900.0,523585.0,Maipú,Condominiolacampiña1,4.0,4.0,140.0,12000.0,,15873296,Brokers Inmobiliarios
131688350,3650.0,160596.0,Talagante,Altodelsolconav,3.0,3.0,100.0,130.0,,15873275,Brokers Inmobiliarios
234513500,6500.0,285992.0,LaFlorida,PozoalMonte,4.0,2.0,191.0,256.0,3.0,15872985,Nexxos
1623555000,45000.0,1979945.0,LoBarnechea,CerrolagunillasLaDehesa,7.0,6.0,643.0,2909.0,10.0,15872956,Unne
375221600,10400.0,457587.0,LasCondes,CharlesHamilton/Estoril,4.0,3.0,88.0,111.0,1.0,15872680,Easyprop
793738000,22000.0,967973.0,Colina,Casade6dormitoriosnuevaenLasBrisasdeChicureo//Colina,6.0,5.0,250.0,3800.0,5.0,15872476,Unne
992172500,27500.0,1209966.0,LoBarnechea,Lostrapenses-golfdemanquehue,6.0,4.0,360.0,885.0,2.0,15872393,Viel la Dehesa SPA
178591050,4950.0,217794.0,Peñalolén,Grecia/RioClaro,3.0,2.0,90.0,200.0,,15872276,Mauricio Pino Propiedades
93805400,2600.0,114397.0,Peñalolén,Grecia-LasParcelas/RioClaro,4.0,2.0,95.0,120.0,1.0,15872264,Mauricio Pino Propiedades
277086720,7680.0,337911.0,Peñalolén,Consistorial/QuebradadeMacul,4.0,3.0,110.0,300.0,2.0,15872248,Mauricio Pino Propiedades
1035467300,28700.0,1262765.0,LaReina,AlvaroCasanova,4.0,4.0,253.0,754.0,4.0,15871472,Nexxos
193022650,5350.0,235393.0,Santiago,AlmiranteBlancoEncalada/ClubHípico,4.0,2.0,108.0,80.0,,15868985,ProUrbe Manquehue
113000000,3132.0,137805.0,Renca,BrasilconFlordeMayo,4.0,3.0,119.0,127.0,1.0,15868858,Vivax
62000000,1718.0,75610.0,ElBosque,Avenidaloblanco/avenidasanfrancisco,3.0,1.0,80.0,66.0,,15867118,Brokers Inmobiliarios
60000000,1663.0,73171.0,Quilicura,Lomarcoleta,4.0,1.0,62.0,70.0,1.0,15867039,Brokers Inmobiliarios
45000000,1247.0,54878.0,LaPintana,Avenidagabriela/avenidajuanita,2.0,1.0,48.0,102.0,1.0,15867025,Brokers Inmobiliarios
120000000,3326.0,146341.0,Quilicura,Avenidasantaluisavillaecheverria,3.0,1.0,80.0,350.0,1.0,15866920,Brokers Inmobiliarios
73000000,2023.0,89024.0,Pudahuel,Avenidalagunasur/avenidalaestrella,6.0,1.0,75.0,130.0,,15866891,Brokers Inmobiliarios
200346687,5553.0,244325.0,Maipú,Avenidanuevasanmartin,4.0,1.0,103.0,247.0,,15866800,Brokers Inmobiliarios
368005800,10200.0,448788.0,Peñalolén,ParqueDeLaHacienda5531,3.0,3.0,125.0,280.0,,15866477,Unne
162355500,4500.0,197995.0,Renca,Ampliacasaesquina-oportunidadinversión,6.0,3.0,220.0,250.0,1.0,15865063,Brokers Inmobiliarios
117000000,3243.0,142683.0,LaFlorida,Queule,3.0,1.0,60.0,84.0,3.0,15864117,Houm
68000000,1885.0,82927.0,SanBernardo,CarlosCondell,2.0,1.0,88.0,120.0,1.0,6509533,Unne
499694150,13850.0,609383.0,LasCondes,IsabellaCatólica/Flandes/JumboBilbao,4.0,3.0,133.0,210.0,2.0,13955088,Berrios Zegers
263015910,7290.0,320751.0,Huechuraba,JNREnventa,3.0,3.0,140.0,280.0,,12201069,Nieto & Stone Propiedades
115000000,3187.0,140244.0,PuenteAlto,MexicoconLasNieves,3.0,1.0,90.0,141.0,2.0,12956056,Easyprop
227297700,6300.0,277192.0,Quilicura,Rodriguez&maseto//casamodelobarcelona,3.0,3.0,125.0,160.0,,14514388,
120000000,3326.0,146341.0,Melipilla,Melipilla,3.0,2.0,,,,15841665,
230000000,6375.0,280488.0,Melipilla,Melipilla,4.0,2.0,,,,15840086,
78000000,2162.0,95122.0,Melipilla,Melipilla,3.0,2.0,,,,15839780,
43000000,1192.0,52439.0,Melipilla,Melipilla,3.0,1.0,,,,15838858,
56000000,1552.0,68293.0,Melipilla,Melipilla,3.0,1.0,,,,15838765,
855072300,23700.0,1042771.0,Melipilla,Mallarauco,,,,70000.0,,15838458,
250000000,6929.0,304878.0,Melipilla,Serrano319,3.0,2.0,140.0,5000.0,1.0,9786931,
230544810,6390.0,281152.0,Ñuñoa,MA-EstaciónPirque,3.0,2.0,132.0,115.0,3.0,15834786,Nexxos
135000000,3742.0,164634.0,Maipú,Pasajeconstantino,5.0,3.0,120.0,128.0,,15834585,Unne
216113210,5990.0,263553.0,Lampa,LosNogales,3.0,3.0,107.0,225.0,3.0,15834092,Mi Llave
793738000,22000.0,967973.0,LasCondes,Latadia/manquehue,4.0,3.0,150.0,760.0,1.0,15833433,Foix Realty 100
60000000,1663.0,73171.0,Pudahuel,Llanquihue,2.0,1.0,59.0,69.0,,15830631,Mi Llave - LITE
105000000,2910.0,128049.0,LaFlorida,OsmanPérezfreire,2.0,1.0,65.0,166.0,3.0,15830611,Mi Llave - LITE
793738000,22000.0,967973.0,Paine,Condominiolosnogales,6.0,5.0,524.0,5000.0,,15828789,
573656100,15900.0,699581.0,Peñaflor,Pajaritos,4.0,3.0,228.0,5066.0,,15827873,Tsi Property
649422000,18000.0,791978.0,Vitacura,Luispasteur/avsanjosemariaescrivadebalaguer,4.0,3.0,271.0,174.0,,15827658,
1064330500,29500.0,1297964.0,Colina,Lasbrisas50000colina,6.0,5.0,345.0,3400.0,,15826338,Nexxos
118000000,3271.0,143902.0,PadreHurtado,fernandomuñozrojas&pinot,3.0,2.0,69.0,114.0,1.0,15826096,Unne
391457150,10850.0,477387.0,Pirque,clubdegolf,5.0,4.0,290.0,5010.0,,15824371,Grupo Premium Propiedades Santiago
162355500,4500.0,197995.0,Peñaflor,Miraflores-Unimarc,3.0,3.0,90.0,180.0,2.0,15824252,Grupo Premium Propiedades Santiago
548400800,15200.0,668781.0,LoBarnechea,BernaNorte,4.0,3.0,156.0,332.0,3.0,15823463,Berrios Zegers
286828050,7950.0,349790.0,Ñuñoa,LosAliaga/MetroLosOrientales,4.0,2.0,76.0,150.0,2.0,15823418,Berrios Zegers
85000000,2356.0,103659.0,Quilicura,LosHimalayasconSantaLaura,4.0,2.0,65.0,90.0,1.0,15822645,Unne
360429210,9990.0,439548.0,LaFlorida,Se vendepreciosacasaenaltomacul3d/2b/quincho/piscina,3.0,3.0,119.0,356.0,,15822436,
150000000,4158.0,182927.0,CerroNavia,SalvadorGutierrez/Huelen,3.0,1.0,200.0,240.0,,15822395,Jorge Pablo Caro Propiedades
1078762100,29900.0,1315564.0,LasCondes,LasLavandulas-LaFuente,6.0,6.0,661.0,1715.0,13.0,15822322,Sucursal Cantagallo
303063600,8400.0,369590.0,Huechuraba,condominioaltosdeCarmen,4.0,3.0,135.0,300.0,2.0,15821909,Mi Llave
120000000,3326.0,146341.0,Conchalí,Coruña/Granada,2.0,2.0,95.0,150.0,,15821491,Propiedades Centro Santiago SPA
620558800,17200.0,756779.0,Vitacura,EntreVitacuraylasHualtatas,4.0,4.0,214.0,300.0,2.0,15821227,ProUrbe Manquehue
450987500,12500.0,549985.0,Colina,SantaFilomenaChicureo,3.0,3.0,190.0,470.0,4.0,15816884,Easyprop
299000000,8287.0,364634.0,Ñuñoa,Av.Salvador/EduardoCastilloVelasco,3.0,1.0,189.0,240.0,,15815958,Nexxos
963309300,26700.0,1174767.0,Providencia,PedrodeValdivia/Toledo,7.0,3.0,331.0,387.0,4.0,15815888,Nexxos
375221600,10400.0,457587.0,LaFlorida,Colombia,5.0,4.0,194.0,454.0,4.0,15797234,Margarita Leiva Catalan
1262765000,35000.0,1539957.0,LasCondes,Manquehue/martindezamora,7.0,4.0,250.0,960.0,4.0,12309122,Hobbins Vitacura
938054000,26000.0,1143968.0,Providencia,Lyon/diegodealmagroppw,5.0,4.0,240.0,500.0,5.0,12309067,Hobbins Vitacura
105000000,2910.0,128049.0,Maipú,Ismaeledwards,4.0,2.0,95.0,134.0,2.0,15779348,Unne
145000000,4019.0,176829.0,Paine,Rutag54-39,5.0,2.0,153.0,780.0,,15779282,Unne
858680200,23800.0,1047171.0,LoBarnechea,LosTrapenses,3.0,3.0,225.0,820.0,4.0,15773976,Unne
200000000,5543.0,243902.0,Macul,AndrésSilvaHumeres,2.0,1.0,72.0,359.0,3.0,14495142,
98000000,2716.0,119512.0,Maipú,luisytierdupre,4.0,2.0,95.0,134.0,2.0,15752915,Unne
170000000,4712.0,207317.0,LaFlorida,Laflorida,3.0,1.0,80.0,400.0,,15751185,Activa Corredores
342000000,9479.0,417073.0,Colina,AyresdeChicureo,4.0,3.0,140.0,496.0,3.0,15735490,
266263020,7380.0,324711.0,LaReina,Nocedal-MonseñorEdwards,3.0,1.0,91.0,174.0,,15733068,Nexxos
389900000,10807.0,475488.0,LasCondes,Countryclub/elpillan/carlosalvarado,3.0,1.0,128.0,3760.0,3.0,15727128,Todo Propiedades
389653200,10800.0,475187.0,LasCondes,Countryclub/elpillan/carlosalvarado,,1.0,128.0,376.0,3.0,15727114,Todo Propiedades
380000000,10532.0,463415.0,SanBernardo,CondominioSantafilomenadeNos.,,,,,,4848200,
429340100,11900.0,523585.0,Curacaví,Laaurora,5.0,4.0,234.0,8600.0,3.0,5599356,Arboleda Estudio
483097810,13390.0,589144.0,Colina,Chamisero,5.0,3.0,200.0,400.0,3.0,15706383,Nexxos
95000000,2633.0,115854.0,Quilicura,riotolten744quilicu,3.0,1.0,95.0,95.0,1.0,15700664,Todo Propiedades
317495200,8800.0,387189.0,LaFlorida,CaminodelasAraucarias/AltoMacul,3.0,3.0,108.0,340.0,,15688634,Nexxos
288271210,7990.0,351550.0,Colina,AyresdeChicureo,5.0,3.0,140.0,500.0,2.0,13359077,Cata Brochet
81177750,2250.0,98997.0,SanBernardo,TejasdeChena,2.0,2.0,65.0,165.0,2.0,15686728,Unne
532165250,14750.0,648982.0,LasCondes,martindezamora5935,3.0,3.0,123.0,390.0,1.0,15686455,Unne
260000000,7206.0,317073.0,Santiago,Marin/FrayCamilo,8.0,3.0,175.0,175.0,,12088399,Cata Brochet
667461500,18500.0,813977.0,LasCondes,AvLaPlazaconSanFranciscodeasis-UniversidadDesarrollo,4.0,4.0,140.0,288.0,,15677150,Berrios Zegers
389653200,10800.0,475187.0,Macul,Iran/metrolospresidentes,4.0,2.0,182.0,600.0,4.0,14787737,Cata Brochet
218277950,6050.0,266193.0,Ñuñoa,MetroGrecia/PeatonesCatorce,4.0,2.0,103.0,176.0,1.0,15056609,Cata Brochet
460945304,12776.0,562128.0,Recoleta,Sevendecasacomercialcongalpón,5.0,4.0,701.0,431.0,1.0,15673656,
739619500,20500.0,901975.0,LoBarnechea,PortallaDehesa/LosCactus-DN,5.0,4.0,220.0,471.0,4.0,15667956,Hobbins Vitacura
113648850,3150.0,138596.0,LaFlorida,Baltazar,2.0,2.0,45.0,48.0,,15667536,Easyprop
700000000,19402.0,853659.0,LaFlorida,Av.Mexico&EnriqueOlivares,3.0,2.0,120.0,1000.0,3.0,15667528,Easyprop
1344664330,37270.0,1639835.0,LoBarnechea,EspectacularesvistasdesdeCerrodelmedio/Sincomision,5.0,4.0,260.0,760.0,4.0,15666732,Easyprop
130000000,3603.0,158537.0,PuenteAlto,Metrolasmercedes/villaparqueoriente,3.0,2.0,136.0,136.0,1.0,15666027,Jaime Moris Propiedades (Providencia)
281416200,7800.0,343190.0,Lampa,CaminointeriorfundolaLagunaBatuco,4.0,2.0,250.0,5600.0,4.0,15665921,Unne
270000000,7484.0,329268.0,LaCisterna,AmaliaArmstrong/Paradero20GranAvenida,3.0,2.0,105.0,330.0,4.0,15665718,Cata Brochet
400476900,11100.0,488386.0,LaFlorida,AltoMacul/BostonCollege,4.0,3.0,80.0,195.0,2.0,12088575,Cata Brochet
414908500,11500.0,505986.0,Colina,PadreMarcos,4.0,3.0,180.0,453.0,2.0,14773957,Houm
100000000,2772.0,121951.0,Independencia,Independencia,2.0,1.0,74.0,74.0,,11490349,Easyprop
313887300,8700.0,382789.0,Pirque,Lomadeldurazno-ValledelPrincipal,4.0,3.0,240.0,5000.0,4.0,13359030,Cata Brochet
160000000,4435.0,195122.0,EstaciónCentral,5deabrilconpadreJaimeLarrain,4.0,3.0,144.0,176.0,,9889580,Easyprop
970525100,26900.0,1183567.0,LoBarnechea,CaminoLosRefugiosdelArrayan17300,5.0,7.0,450.0,1800.0,5.0,15650375,Easyprop
717972100,19900.0,875576.0,LaReina,OnofreJarpa10409,5.0,5.0,207.0,400.0,3.0,15650273,Easyprop
650000000,18016.0,792683.0,Peñalolén,Plazoletapeñalolen,5.0,3.0,250.0,1800.0,3.0,15650143,Todo Propiedades
143955210,3990.0,175555.0,LaFlorida,-33.51519-70.606557,4.0,2.0,76.0,160.0,1.0,15650125,Todo Propiedades
614786160,17040.0,749739.0,LaReina,Grancasade9dormitorios,9.0,4.0,310.0,929.0,8.0,15648706,ProUrbe Manquehue
1331315100,36900.0,1623555.0,LaReina,CasadeLujo8dormitorios,8.0,10.0,599.0,1007.0,10.0,15648631,ProUrbe Manquehue
220000000,6098.0,268293.0,Maipú,AvnuevaSanMartín,3.0,2.0,100.0,197.0,2.0,15640719,Unne
284122125,7875.0,346490.0,Peñalolén,LasViñas/ElArrayanPoniente,5.0,4.0,124.0,263.0,2.0,15640491,ProUrbe Manquehue
277447510,7690.0,338351.0,Peñalolén,CondominioAltosdelaArboleda.,3.0,3.0,,,,15115949,Easyprop
210000000,5821.0,256098.0,Pudahuel,Losmolinos,3.0,2.0,103.0,200.0,,15633004,
598911400,16600.0,730380.0,Vitacura,Vitacuraconllavería,4.0,3.0,140.0,363.0,3.0,15629709,Nexxos
674677300,18700.0,822777.0,Colina,LosRios/Neckar,6.0,4.0,271.0,904.0,2.0,15627129,Vidal Riedel Propiedades - Las Condes.
501498100,13900.0,611583.0,LasCondes,VaticanoconMadrigal,3.0,2.0,154.0,220.0,2.0,15625957,Cata Brochet
245806227,6813.0,299764.0,LaCisterna,GranAvenida,6.0,3.0,325.0,500.0,,15624811,Grupo Premium Propiedades Santiago
133131510,3690.0,162356.0,Buin,hermogenessandoval,3.0,3.0,93.0,175.0,1.0,11319117,Todo Propiedades
360429210,9990.0,439548.0,Peñalolén,Sienna8998,5.0,3.0,150.0,347.0,3.0,15623220,Nexxos
434751950,12050.0,530185.0,LoBarnechea,Lascondes/temporal,3.0,3.0,138.0,180.0,,15621834,Mauricio Pino Propiedades
602519300,16700.0,734780.0,LaReina,CountryClub/Vespucio/Bilbao,5.0,4.0,168.0,602.0,5.0,15621745,Mauricio Pino Propiedades
135000000,3742.0,164634.0,Maipú,Av.ParqueSur/Av.AlcaldeJoséLuisInfanteLarraín,3.0,3.0,75.0,112.0,,15620885,Propiedades Centro Santiago SPA
91279870,2530.0,111317.0,Pudahuel,Vendocasa,2.0,1.0,55.0,110.0,,15619601,Movahome Corredores Integrados
93000000,2578.0,113415.0,LaFlorida,Enventa....!casaconexcelenteubicación,3.0,1.0,55.0,135.0,1.0,15619576,Movahome Corredores Integrados
79000000,2190.0,96341.0,SanBernardo,losarces,3.0,2.0,70.0,70.0,1.0,15610645,Mi espacio inmobiliario
225493750,6250.0,274992.0,Lampa,LosNogales1135,3.0,3.0,94.0,225.0,3.0,15610384,Unne
396869000,11000.0,483987.0,Maipú,MaipúconPajaritos,3.0,4.0,300.0,639.0,4.0,15609909,Unne
96330930,2670.0,117477.0,LoBarnechea,Cerrodieciocho,4.0,2.0,82.0,90.0,,15607257,Nexxos
573656100,15900.0,699581.0,LaReina,AlvaroCasanova/Talinay,5.0,3.0,220.0,720.0,3.0,8033580,Easyprop
160000000,4435.0,195122.0,Santiago,Casade2PisoscercanaaEstaciónMetroUniónLatinoamericana,7.0,3.0,280.0,120.0,,15550442,Corretajes Prosal
230905600,6400.0,281592.0,Ñuñoa,Plazapucara,3.0,2.0,71.0,71.0,,15547925,Movahome Corredores Integrados
159180548,4412.0,194123.0,PuenteAlto,Lindacasamallplazatobalaba,4.0,2.0,90.0,187.0,,15543942,Unne
530361300,14700.0,646782.0,LaReina,Echeñique,5.0,4.0,225.0,510.0,5.0,15541482,Nexxos
667461500,18500.0,813977.0,Colina,PSTCasaventaLaReserva4D-4Bmassvcs.,5.0,5.0,209.0,858.0,4.0,15541158,Nieto & Stone Propiedades
652091846,18074.0,795234.0,Macul,SectorPuntadeRieles,4.0,2.0,210.0,590.0,6.0,15540422,ProUrbe Manquehue
97000000,2689.0,118293.0,Ñuñoa,Callecarlosdittborn,4.0,1.0,73.0,85.0,1.0,15539645,Movahome Corredores Integrados
973772210,26990.0,1187527.0,LoBarnechea,CaminoCentral/EspacioUrbanolaDehesa,5.0,4.0,377.0,1483.0,6.0,15539389,Lyon y Balmaceda Ltda.
126276500,3500.0,153996.0,SanBernardo,CaminoPadreHurtado/CerroElPlomo,3.0,1.0,57.0,132.0,,15539316,Propiedades Centro Santiago SPA
1760294410,48790.0,2146700.0,LoBarnechea,Eltranque-joséalcaldedélano,4.0,4.0,279.0,234.0,2.0,15538920,OSSANDON CORREDORES ASOCIADOS S.A.
443771700,12300.0,541185.0,MaríaPinto,PlazadeMariaPinto,7.0,4.0,280.0,15337.0,1.0,15538430,Vivax
175000000,4850.0,213415.0,EstaciónCentral,Iribarren/vistahermosa,3.0,1.0,82.0,270.0,1.0,15537877,Movahome Corredores Integrados
147923900,4100.0,180395.0,Talagante,LaForesta,3.0,3.0,80.0,200.0,1.0,15536660,Grupo Premium Propiedades Santiago
440163800,12200.0,536785.0,Colina,Losvalles,4.0,3.0,140.0,459.0,2.0,15535528,Berrios Zegers
178591050,4950.0,217794.0,LaCisterna,MetroEstaciónElparrón,3.0,,90.0,176.0,,15534982,Nexxos
465419100,12900.0,567584.0,LasCondes,elbombolasCondes,4.0,4.0,156.0,315.0,2.0,15534964,Unne
1064330500,29500.0,1297964.0,Colina,Preciosacasacomonueva,7.0,5.0,345.0,3400.0,6.0,15533860,Unne
1403473100,38900.0,1711553.0,LoBarnechea,LasHualtatas-ParqueGolf,7.0,5.0,408.0,922.0,4.0,15533556,Viel la Dehesa SPA
240000000,6652.0,292683.0,Pirque,CaminoLosMagnolios,4.0,2.0,169.0,623.0,6.0,15533398,Easyprop
140708100,3900.0,171595.0,Pudahuel,RioTrancura9709,3.0,2.0,75.0,100.0,,15529214,Easyprop
274200400,7600.0,334391.0,LaFlorida,LasNalcas,3.0,2.0,140.0,350.0,2.0,15528616,Unne
775698500,21500.0,945974.0,LasCondes,IsabelLaCatólica-Manquehue,3.0,3.0,140.0,765.0,,15528576,Nexxos
89000000,2467.0,108537.0,SanRamón,bolivia1813,3.0,1.0,70.0,70.0,,15526417,Mi espacio inmobiliario
427000000,11835.0,520732.0,SanJoaquín,juansebastianbach137,4.0,2.0,230.0,230.0,3.0,15526059,Mi espacio inmobiliario
59000000,1635.0,71951.0,SanBernardo,pedronolasco1685,4.0,1.0,95.0,95.0,,15526000,Mi espacio inmobiliario
120000000,3326.0,146341.0,SanBernardo,lossuspiros16456,4.0,2.0,75.0,75.0,,15525930,Mi espacio inmobiliario
160000000,4435.0,195122.0,SanBernardo,baquedano,2.0,1.0,70.0,70.0,,15525917,Mi espacio inmobiliario
93000000,2578.0,113415.0,SanBernardo,loncomillaconamerica,2.0,1.0,70.0,70.0,,15525890,Mi espacio inmobiliario
55000000,1524.0,67073.0,SanBernardo,cincopinos0264,3.0,1.0,55.0,55.0,,15525864,Mi espacio inmobiliario
95000000,2633.0,115854.0,SanBernardo,bal,3.0,2.0,70.0,70.0,1.0,15525849,Mi espacio inmobiliario
118000000,3271.0,143902.0,SanBernardo,losvilos,3.0,1.0,70.0,70.0,3.0,15525832,Mi espacio inmobiliario
128000000,3548.0,156098.0,SanBernardo,jorgealdea,3.0,2.0,87.0,87.0,1.0,15525810,Mi espacio inmobiliario
57000000,1580.0,69512.0,SanBernardo,elrefugio,4.0,1.0,94.0,94.0,,15525795,Mi espacio inmobiliario
45000000,1247.0,54878.0,PuenteAlto,jessica2525,2.0,1.0,35.0,35.0,,15525757,Mi espacio inmobiliario
88000000,2439.0,107317.0,PuenteAlto,bahiacatalina3618,3.0,1.0,55.0,55.0,,15525741,Mi espacio inmobiliario
55000000,1524.0,67073.0,PuenteAlto,villalosapostoles,2.0,1.0,50.0,50.0,,15525711,Mi espacio inmobiliario
54000000,1497.0,65854.0,PuenteAlto,jerico,5.0,2.0,65.0,65.0,1.0,15525693,Mi espacio inmobiliario
85000000,2356.0,103659.0,Pudahuel,lasbodegas,3.0,2.0,70.0,70.0,1.0,15525676,Mi espacio inmobiliario
95000000,2633.0,115854.0,Peñalolén,polideportivosergiolivingstone,3.0,1.0,85.0,85.0,,15525658,Mi espacio inmobiliario
130000000,3603.0,158537.0,PadreHurtado,arzobispoemiliotagle,3.0,1.0,55.0,55.0,3.0,15524889,Mi espacio inmobiliario
120000000,3326.0,146341.0,Maipú,avamericovespucio1184,2.0,2.0,62.0,62.0,2.0,15524824,Mi espacio inmobiliario
220000000,6098.0,268293.0,Macul,dosnorte,3.0,2.0,98.0,98.0,3.0,15524806,Mi espacio inmobiliario
66000000,1829.0,80488.0,LaPintana,lasloicas,3.0,2.0,80.0,80.0,,15524786,Mi espacio inmobiliario
180000000,4989.0,219512.0,LaCisterna,ignaciocarrerapinto6617,4.0,2.0,140.0,140.0,1.0,15524703,Mi espacio inmobiliario
87000000,2411.0,106098.0,Buin,enriquetadiaz2848,3.0,2.0,75.0,75.0,2.0,15524596,Mi espacio inmobiliario
190000000,5266.0,231707.0,LoPrado,IslaDecepciónconEcuador,4.0,2.0,134.0,198.0,2.0,15523583,Unne
115813590,3210.0,141236.0,SanBernardo,Avcentralysantaines.,3.0,,74.0,105.0,1.0,15522053,Brokers Inmobiliarios
72000000,1996.0,87805.0,SanBernardo,Santaines,3.0,1.0,52.0,52.0,1.0,11479116,Propiedades Abarca
